2026-02-05 14:24:40.301 | INFO     | graph:node_generate_fun_fact:169 | [886d49e5-c918-4ca1-9711-f8777f34919f] Node: Generate Fun Fact for 'banana'
2026-02-05 14:30:40.519 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.560s for followup_question
2026-02-05 14:30:40.520 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.561s
2026-02-05 14:30:40.521 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:30:40.521 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 14:30:47.347 | INFO     | graph:node_analyze_input:95 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input
2026-02-05 14:30:49.003 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.656s (using gemini-2.5-flash-lite async)
2026-02-05 14:30:49.003 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=True, correct=False, switch_reasoning=The child answered the question about the banana's texture., correctness_reasoning=Bananas are generally smooth, not bumpy.
2026-02-05 14:30:49.003 | INFO     | graph:node_analyze_input:159 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input finished in 1.657s
2026-02-05 14:30:49.004 | INFO     | graph:node_route_logic:195 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic
2026-02-05 14:30:49.004 | INFO     | graph:node_route_logic:278 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic finished in 0.000s
2026-02-05 14:30:49.005 | INFO     | graph:node_generate_response:378 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response (gentle_correction)
2026-02-05 14:30:49.006 | INFO     | stream.response_generators:generate_correction_response_stream:239 | generate_correction_response_stream started | object=banana, age=6
2026-02-05 14:30:50.313 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 1.307s for gentle_correction
2026-02-05 14:30:50.544 | INFO     | stream.response_generators:generate_correction_response_stream:295 | generate_correction_response_stream completed | duration=1.539s, length=293
2026-02-05 14:30:50.545 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 1.539s for gentle_correction
2026-02-05 14:30:50.545 | INFO     | graph:node_generate_response:505 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response finished in 1.540s
2026-02-05 14:30:50.546 | INFO     | graph:node_generate_question:517 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question
2026-02-05 14:30:50.546 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 14:30:50.941 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 0.395s for followup_question
2026-02-05 14:30:51.067 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.521s, length=109
2026-02-05 14:30:51.068 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.521s for followup_question
2026-02-05 14:30:51.068 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.522s
2026-02-05 14:30:51.069 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:30:51.069 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 14:31:12.578 | INFO     | graph:node_analyze_input:95 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input
2026-02-05 14:31:14.158 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.579s (using gemini-2.5-flash-lite async)
2026-02-05 14:31:14.159 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=True, correct=True, switch_reasoning=The child answered the question about what is inside the banana., correctness_reasoning=The inside of a banana is indeed the fruit itself.
2026-02-05 14:31:14.159 | INFO     | graph:node_analyze_input:159 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input finished in 1.581s
2026-02-05 14:31:14.160 | INFO     | graph:node_route_logic:195 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic
2026-02-05 14:31:14.160 | INFO     | graph:node_route_logic:278 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic finished in 0.000s
2026-02-05 14:31:14.161 | INFO     | graph:node_generate_response:378 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response (feedback)
2026-02-05 14:31:14.161 | INFO     | stream.response_generators:generate_feedback_response_stream:54 | generate_feedback_response_stream started | object=banana, age=6
2026-02-05 14:31:15.467 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 1.306s for feedback
2026-02-05 14:31:15.561 | INFO     | stream.response_generators:generate_feedback_response_stream:109 | generate_feedback_response_stream completed | duration=1.400s, length=72
2026-02-05 14:31:15.562 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 1.401s for feedback
2026-02-05 14:31:15.562 | INFO     | graph:node_generate_response:505 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response finished in 1.401s
2026-02-05 14:31:15.563 | INFO     | graph:node_generate_question:517 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question
2026-02-05 14:31:15.563 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 14:31:16.018 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 0.455s for followup_question
2026-02-05 14:31:16.156 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.592s, length=89
2026-02-05 14:31:16.156 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.593s for followup_question
2026-02-05 14:31:16.157 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.594s
2026-02-05 14:31:16.158 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:31:16.158 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 14:31:22.849 | INFO     | graph:node_analyze_input:95 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input
2026-02-05 14:31:24.373 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.523s (using gemini-2.5-flash-lite async)
2026-02-05 14:31:24.373 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=True, correct=True, switch_reasoning=The child answered the question about what we do with the banana., correctness_reasoning=Eating is the primary way humans consume bananas.
2026-02-05 14:31:24.374 | INFO     | graph:node_analyze_input:159 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input finished in 1.525s
2026-02-05 14:31:24.375 | INFO     | graph:node_route_logic:195 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic
2026-02-05 14:31:24.375 | INFO     | graph:node_route_logic:278 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic finished in 0.000s
2026-02-05 14:31:24.376 | INFO     | graph:node_generate_response:378 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response (feedback)
2026-02-05 14:31:24.376 | INFO     | stream.response_generators:generate_feedback_response_stream:54 | generate_feedback_response_stream started | object=banana, age=6
2026-02-05 14:31:25.731 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 1.355s for feedback
2026-02-05 14:31:25.863 | INFO     | stream.response_generators:generate_feedback_response_stream:109 | generate_feedback_response_stream completed | duration=1.487s, length=112
2026-02-05 14:31:25.864 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 1.488s for feedback
2026-02-05 14:31:25.864 | INFO     | graph:node_generate_response:505 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response finished in 1.489s
2026-02-05 14:31:25.866 | INFO     | graph:node_generate_question:517 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question
2026-02-05 14:31:25.866 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 14:31:26.388 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 0.522s for followup_question
2026-02-05 14:31:26.586 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.720s, length=147
2026-02-05 14:31:26.587 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.720s for followup_question
2026-02-05 14:31:26.587 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.721s
2026-02-05 14:31:26.589 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:31:26.589 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 14:31:37.776 | INFO     | graph:node_analyze_input:95 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input
2026-02-05 14:31:39.363 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.587s (using gemini-2.5-flash-lite async)
2026-02-05 14:31:39.364 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=True, correct=True, switch_reasoning=The child answered the question about the shape., correctness_reasoning=A boomerang is often curved and can be similar in shape to a banana.
2026-02-05 14:31:39.364 | INFO     | graph:node_analyze_input:159 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input finished in 1.588s
2026-02-05 14:31:39.365 | INFO     | graph:node_route_logic:195 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic
2026-02-05 14:31:39.365 | INFO     | graph:node_route_logic:278 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic finished in 0.000s
2026-02-05 14:31:39.366 | INFO     | graph:node_generate_response:378 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response (feedback)
2026-02-05 14:31:39.366 | INFO     | stream.response_generators:generate_feedback_response_stream:54 | generate_feedback_response_stream started | object=banana, age=6
2026-02-05 14:31:40.482 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 1.116s for feedback
2026-02-05 14:31:40.639 | INFO     | stream.response_generators:generate_feedback_response_stream:109 | generate_feedback_response_stream completed | duration=1.273s, length=124
